Date,ISO,Country,Scale,Note
14/03/2020,BIH,Bosnia and Herzegovina,National,
14/03/2020,BOL,Bolivia (Plurinational State of),National,Data on enrolment in tertiary education programmes is not available.
14/03/2020,BRA,Brazil,Localized,
14/03/2020,BTN,Bhutan,Localized,
14/03/2020,CHE,Switzerland,Localized,
14/03/2020,CHN,China,National,
14/03/2020,CHN,"China, Hong Kong Special Administrative Region",National,
14/03/2020,CHN,"China, Macao Special Administrative Region",National,
14/03/2020,CYM,Cayman Islands,National,Data on enrolment in tertiary education programmes is not available.
14/03/2020,CYP,Cyprus,National,
14/03/2020,CZE,Czechia,National,
14/03/2020,DEU,Germany,Localized,
14/03/2020,DNK,Denmark,Localized,
14/03/2020,DZA,Algeria,National,
14/03/2020,ECU,Ecuador,National,
14/03/2020,ESP,Spain,Localized,
14/03/2020,FRA,France,Localized,
14/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,Localized,
14/03/2020,GEO,Georgia,National,
14/03/2020,GRC,Greece,National,
14/03/2020,HND,Honduras,National,
14/03/2020,HRV,Croatia,National,
14/03/2020,HUN,Hungary,Localized,
14/03/2020,IND,India,Localized,"While no national level announcement has been made, 27 of 28 states and 5 of 8 union territories have announced school closures with some variations in school levels."
14/03/2020,IRL,Ireland,National,
14/03/2020,IRN,Iran (Islamic Republic of),National,
14/03/2020,IRQ,Iraq,National, Universities on term break. Closures not related to COVID-19. 
14/03/2020,ISR,Israel,National,
14/03/2020,ITA,Italy,National,
14/03/2020,JAM,Jamaica,National,
14/03/2020,JPN,Japan,National,
14/03/2020,KHM,Cambodia,Localized,
14/03/2020,KOR,Republic of Korea,National,"Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
14/03/2020,KWT,Kuwait,National,
14/03/2020,LBN,Lebanon,National,
14/03/2020,LKA,Sri Lanka,National,
14/03/2020,LVA,Latvia,National,
14/03/2020,MDA,Republic of Moldova,National,
14/03/2020,MDV,Maldives,National,
14/03/2020,MKD,North Macedonia,National,
14/03/2020,MLT,Malta,National,
14/03/2020,MNG,Mongolia,National,
14/03/2020,NOR,Norway,National,
14/03/2020,PAK,Pakistan ,National,
14/03/2020,PAN,Panama,National,
14/03/2020,PHL,Philippines,Localized,
14/03/2020,PRK,Democratic People's Republic of Korea,National,
14/03/2020,PRT,Portugal,Localized,
14/03/2020,PRY,Paraguay ,National,
14/03/2020,PSE,Palestine,Localized,
14/03/2020,QAT,Qatar,National,
14/03/2020,ROU,Romania,National," While all schools are closed, most universities are open. "
14/03/2020,RUS,Russian Federation,Localized, Majority of schools on holiday 
14/03/2020,SAU,Saudi Arabia,National,
14/03/2020,SLV,El Salvador,National,
14/03/2020,SMR,San Marino,National,
14/03/2020,SVK,Slovakia,Localized,
14/03/2020,TTO,Trinidad and Tobago,National,
14/03/2020,UKR,Ukraine,National,
14/03/2020,URY,Uruguay,Localized,
14/03/2020,USA,United States of America,Localized,
14/03/2020,VNM,Viet Nam,Localized,"While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
15/03/2020,AFG,Afghanistan,National,
15/03/2020,AIA,Anguilla,National,
15/03/2020,ALB,Albania,National,
15/03/2020,ARE,United Arab Emirates,National,
15/03/2020,ARM,Armenia,National,
15/03/2020,AZE,Azerbaijan,National,
15/03/2020,BEL,Belgium,National,
15/03/2020,BHR,Bahrain,National,
15/03/2020,BIH,Bosnia and Herzegovina,National,
15/03/2020,BOL,Bolivia (Plurinational State of),National,Data on enrolment in tertiary education programmes is not available.
15/03/2020,BRA,Brazil,Localized,
15/03/2020,BTN,Bhutan,Localized,
15/03/2020,CHE,Switzerland,Localized,
15/03/2020,CHN,China,National,
15/03/2020,CHN,"China, Hong Kong Special Administrative Region",National,
15/03/2020,CHN,"China, Macao Special Administrative Region",National,
15/03/2020,CYM,Cayman Islands,National,Data on enrolment in tertiary education programmes is not available.
15/03/2020,CYP,Cyprus,National,
15/03/2020,CZE,Czechia,National,
15/03/2020,DEU,Germany,Localized,
15/03/2020,DNK,Denmark,Localized,
15/03/2020,DZA,Algeria,National,
15/03/2020,ECU,Ecuador,National,
15/03/2020,ESP,Spain,Localized,
15/03/2020,FRA,France,Localized,
15/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,Localized,
15/03/2020,GEO,Georgia,National,
15/03/2020,GRC,Greece,National,
15/03/2020,HND,Honduras,National,
15/03/2020,HRV,Croatia,National,
15/03/2020,HUN,Hungary,Localized,
15/03/2020,IND,India,Localized,"While no national level announcement has been made, 27 of 28 states and 5 of 8 union territories have announced school closures with some variations in school levels."
15/03/2020,IRL,Ireland,National,
15/03/2020,IRN,Iran (Islamic Republic of),National,
15/03/2020,IRQ,Iraq,National, Universities on term break. Closures not related to COVID-19. 
15/03/2020,ISR,Israel,National,
15/03/2020,ITA,Italy,National,
15/03/2020,JAM,Jamaica,National,
15/03/2020,JOR,Jordan,National,
15/03/2020,JPN,Japan,National,
15/03/2020,KHM,Cambodia,Localized,
15/03/2020,KOR,Republic of Korea,National,"Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
15/03/2020,KWT,Kuwait,National,
15/03/2020,LBN,Lebanon,National,
15/03/2020,LKA,Sri Lanka,National,
15/03/2020,LVA,Latvia,National,
15/03/2020,MDA,Republic of Moldova,National,
15/03/2020,MDV,Maldives,National,
15/03/2020,MKD,North Macedonia,National,
15/03/2020,MLT,Malta,National,
15/03/2020,MNG,Mongolia,National,
15/03/2020,NOR,Norway,National,
15/03/2020,OMN,Oman,National,
15/03/2020,PAK,Pakistan ,National,
15/03/2020,PAN,Panama,National,
15/03/2020,PHL,Philippines,Localized,
15/03/2020,PRK,Democratic People's Republic of Korea,National,
15/03/2020,PRT,Portugal,Localized,
15/03/2020,PRY,Paraguay ,National,
15/03/2020,PSE,Palestine,Localized,
15/03/2020,QAT,Qatar,National,
15/03/2020,ROU,Romania,National," While all schools are closed, most universities are open. "
15/03/2020,RUS,Russian Federation,Localized, Majority of schools on holiday 
15/03/2020,SAU,Saudi Arabia,National,
15/03/2020,SLV,El Salvador,National,
15/03/2020,SMR,San Marino,National,
15/03/2020,SVK,Slovakia,Localized,
15/03/2020,TTO,Trinidad and Tobago,National,
15/03/2020,UKR,Ukraine,National,
15/03/2020,URY,Uruguay,Localized,
15/03/2020,USA,United States of America,Localized,
15/03/2020,VNM,Viet Nam,Localized,"While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
15/03/2020,YEM,Yemen,Localized,
16/03/2020,ABW,Aruba,National,
16/03/2020,AFG,Afghanistan,National,
16/03/2020,AIA,Anguilla,National,
16/03/2020,ALB,Albania,National,
16/03/2020,AND,Andorra,National,
16/03/2020,ARE,United Arab Emirates,National,
16/03/2020,ARG,Argentina ,National,
16/03/2020,ARM,Armenia,National,
16/03/2020,AUT,Austria,National,
16/03/2020,AZE,Azerbaijan,National,
16/03/2020,BEL,Belgium,National,
16/03/2020,BFA,Burkina Faso ,National,
16/03/2020,BGR,Bulgaria,National,
16/03/2020,BHR,Bahrain,National,
16/03/2020,BHS,Bahamas,National,Data on enrolment in tertiary education programmes is not available.
16/03/2020,BIH,Bosnia and Herzegovina,National,
16/03/2020,BOL,Bolivia (Plurinational State of),National,Data on enrolment in tertiary education programmes is not available.
16/03/2020,BRA,Brazil,Localized,
16/03/2020,BTN,Bhutan,Localized,
16/03/2020,CAN,Canada,Localized,"The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
16/03/2020,CHE,Switzerland,National,
16/03/2020,CHL,Chile,National,
16/03/2020,CHN,China,National,
16/03/2020,CHN,"China, Hong Kong Special Administrative Region",National,
16/03/2020,CHN,"China, Macao Special Administrative Region",National,
16/03/2020,COL,Colombia,National,
16/03/2020,CYM,Cayman Islands,National,Data on enrolment in tertiary education programmes is not available.
16/03/2020,CYP,Cyprus,National,
16/03/2020,CZE,Czechia,National,
16/03/2020,DEU,Germany,Localized,
16/03/2020,DNK,Denmark,National,
16/03/2020,DZA,Algeria,National,
16/03/2020,ECU,Ecuador,National,
16/03/2020,EGY,Egypt,National,
16/03/2020,ESP,Spain,National,
16/03/2020,EST,Estonia,National,
16/03/2020,ETH,Ethiopia,National,
16/03/2020,FRA,France,National,
16/03/2020,FRO,Faroe Islands,National,"Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
16/03/2020,GAB,Gabon,National,
16/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,Localized,
16/03/2020,GEO,Georgia,National,
16/03/2020,GHA,Ghana,National,
16/03/2020,GNQ,Equatorial Guinea ,National,Data on enrolment in tertiary education programmes is not available.
16/03/2020,GRC,Greece,National,
16/03/2020,GRD,Grenada,National,
16/03/2020,GTM,Guatemala,National,
16/03/2020,GUY,Guyana,National,
16/03/2020,HND,Honduras,National,
16/03/2020,HRV,Croatia,National,
16/03/2020,HUN,Hungary,National,
16/03/2020,IDN,Indonesia,Localized,
16/03/2020,IND,India,Localized,"While no national level announcement has been made, 27 of 28 states and 5 of 8 union territories have announced school closures with some variations in school levels."
16/03/2020,IRL,Ireland,National,
16/03/2020,IRN,Iran (Islamic Republic of),National,
16/03/2020,IRQ,Iraq,National, Universities on term break. Closures not related to COVID-19. 
16/03/2020,ISL,Iceland,National,"Primary education institutions can remain open, if classes of under 20 children are assured."
16/03/2020,ISR,Israel,National,
16/03/2020,ITA,Italy,National,
16/03/2020,JAM,Jamaica,National,
16/03/2020,JOR,Jordan,National,
16/03/2020,JPN,Japan,National,
16/03/2020,KAZ,Kazakhstan,National,
16/03/2020,KEN,Kenya,National,
16/03/2020,KGZ,Kyrgyzstan ,National,
16/03/2020,KHM,Cambodia,National,
16/03/2020,KOR,Republic of Korea,National,"Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
16/03/2020,KWT,Kuwait,National,
16/03/2020,LBN,Lebanon,National,
16/03/2020,LBR,Liberia,National,
16/03/2020,LBY,Libya,National,
16/03/2020,LCA,Saint Lucia,National,
16/03/2020,LIE,Liechtenstein,National,
16/03/2020,LKA,Sri Lanka,National,
16/03/2020,LTU,Lithuania,National,
16/03/2020,LUX,Luxembourg,National,
16/03/2020,LVA,Latvia,National,
16/03/2020,MAR,Morocco,National,
16/03/2020,MCO,Monaco,National,
16/03/2020,MDA,Republic of Moldova,National,
16/03/2020,MDV,Maldives,National,
16/03/2020,MKD,North Macedonia,National,
16/03/2020,MLT,Malta,National,
16/03/2020,MMR,Myanmar,Localized,
16/03/2020,MNE,Montenegro ,National,
16/03/2020,MNG,Mongolia,National,
16/03/2020,MRT,Mauritania ,National,
16/03/2020,MSR,Montserrat,National,
16/03/2020,NAM,Namibia  ,National,
16/03/2020,NLD,Netherlands,National,
16/03/2020,NOR,Norway,National,
16/03/2020,OMN,Oman,National,
16/03/2020,PAK,Pakistan ,National,
16/03/2020,PAN,Panama,National,
16/03/2020,PER,Peru,National,
16/03/2020,PHL,Philippines,National,
16/03/2020,POL,Poland,National,
16/03/2020,PRK,Democratic People's Republic of Korea,National,
16/03/2020,PRT,Portugal,National,
16/03/2020,PRY,Paraguay ,National,
16/03/2020,PSE,Palestine,National,
16/03/2020,QAT,Qatar,National,
16/03/2020,ROU,Romania,National," While all schools are closed, most universities are open. "
16/03/2020,RUS,Russian Federation,Localized, Majority of schools on holiday 
16/03/2020,RWA,Rwanda ,National,
16/03/2020,SAU,Saudi Arabia,National,
16/03/2020,SDN,Sudan,National,
16/03/2020,SEN,Senegal,National,
16/03/2020,SLB,Solomo Islands,National,
16/03/2020,SLV,El Salvador,National,
16/03/2020,SMR,San Marino,National,
16/03/2020,SRB,Serbia,National,
16/03/2020,SUR,Surinam,National,
16/03/2020,SVK,Slovakia,National,
16/03/2020,SVN,Slovenia,National,
16/03/2020,SYC,Seychelles,Localized,
16/03/2020,SYR,Syria Arab Republic,National,
16/03/2020,TTO,Trinidad and Tobago,National,
16/03/2020,TUN,Tunisia,National,
16/03/2020,TUR,Turkey,National,
16/03/2020,UKR,Ukraine,National,
16/03/2020,URY,Uruguay,National,
16/03/2020,USA,United States of America,Localized,
16/03/2020,UZB,Uzbekistan,National,
16/03/2020,UZB,Venezuela,National,Data on enrolment in tertiary education programmes is not available.
16/03/2020,VCT,Saint Vincent and the Grenadines,National,
16/03/2020,VNM,Viet Nam,Localized,"While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
16/03/2020,YEM,Yemen,Localized,
17/03/2020,ABW,Aruba,National,
17/03/2020,AFG,Afghanistan,National,
17/03/2020,AIA,Anguilla,National,
17/03/2020,ALB,Albania,National,
17/03/2020,AND,Andorra,National,
17/03/2020,ARE,United Arab Emirates,National,
17/03/2020,ARG,Argentina ,National,
17/03/2020,ARM,Armenia,National,
17/03/2020,AUT,Austria,National,
17/03/2020,AZE,Azerbaijan,National,
17/03/2020,BEL,Belgium,National,
17/03/2020,BFA,Burkina Faso ,National,
17/03/2020,BGD,Bangladesh,National,
17/03/2020,BGR,Bulgaria,National,
17/03/2020,BHR,Bahrain,National,
17/03/2020,BHS,Bahamas,National,Data on enrolment in tertiary education programmes is not available.
17/03/2020,BIH,Bosnia and Herzegovina,National,
17/03/2020,BOL,Bolivia (Plurinational State of),National,Data on enrolment in tertiary education programmes is not available.
17/03/2020,BRA,Brazil,Localized,
17/03/2020,BTN,Bhutan,Localized,
17/03/2020,CAN,Canada,Localized,"The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
17/03/2020,CHE,Switzerland,National,
17/03/2020,CHL,Chile,National,
17/03/2020,CHN,China,National,
17/03/2020,CHN,"China, Hong Kong Special Administrative Region",National,
17/03/2020,CHN,"China, Macao Special Administrative Region",National,
17/03/2020,CIV,Cote d'Ivoire,National,
17/03/2020,COL,Colombia,National,
17/03/2020,CRI,Costa Rica,National,
17/03/2020,CUW,Curaçao,National,
17/03/2020,CYM,Cayman Islands,National,Data on enrolment in tertiary education programmes is not available.
17/03/2020,CYP,Cyprus,National,
17/03/2020,CZE,Czechia,National,
17/03/2020,DEU,Germany,Localized,
17/03/2020,DNK,Denmark,National,
17/03/2020,DZA,Algeria,National,
17/03/2020,ECU,Ecuador,National,
17/03/2020,EGY,Egypt,National,
17/03/2020,ESP,Spain,National,
17/03/2020,EST,Estonia,National,
17/03/2020,ETH,Ethiopia,National,
17/03/2020,FRA,France,National,
17/03/2020,FRO,Faroe Islands,National,"Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
17/03/2020,GAB,Gabon,National,
17/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,Localized,
17/03/2020,GEO,Georgia,National,
17/03/2020,GHA,Ghana,National,
17/03/2020,GNB,Guinea-Bissau,National,Data on enrolment in tertiary education programmes is not available.
17/03/2020,GNQ,Equatorial Guinea ,National,Data on enrolment in tertiary education programmes is not available.
17/03/2020,GRC,Greece,National,
17/03/2020,GRD,Grenada,National,
17/03/2020,GTM,Guatemala,National,
17/03/2020,GUY,Guyana,National,
17/03/2020,HND,Honduras,National,
17/03/2020,HRV,Croatia,National,
17/03/2020,HUN,Hungary,National,
17/03/2020,IDN,Indonesia,Localized,
